	100UNCULTURED_S7_PE_Abundance	14UNCULTURED_S8_PE_Abundance	18UNCULTURED_S12_PE_Abundance	19UNCULTURED_S14_PE_Abundance	24UNCULTURED_S3_PE_Abundance	26UNCULTURED_S4_PE_Abundance	28UNCULTURED_S6_PE_Abundance	2UNCULTURED_S1_PE_Abundance	300UNCULTURED_S9_PE_Abundance	36UNCULTURED_S10_PE_Abundance	400UNCULTURED_S11_PE_Abundance	40UNCULTURED_S15_PE_Abundance	4UNCULTURED_S2_PE_Abundance	500UNCULTURED_S13_PE_Abundance	8UNCULTURED_S5_PE_Abundance	lucaAR31_S16_PE_Abundance	lucaAR32_S17_PE_Abundance	lucaAR33_S18_PE_Abundance	lucaAR34_S19_PE_Abundance
PANTO-PWY: phosphopantothenate biosynthesis I|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.411673	39.05166838	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	12.87703555	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_piger	36.22340896	0	0	2.242218494	0	2.046776556	0	7.537173249	0	0	12.68978178	4.410543068	4.612252932	4.013145876	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.74528278	9.933724071	235.6581002
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.859889733	48.88143108
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.57510705
PANTO-PWY: phosphopantothenate biosynthesis I|g__Enterorhabdus.s__Enterorhabdus_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.845939529
PANTO-PWY: phosphopantothenate biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	61.02979481	0	0	0	10.29385979	0	0	31.53138042	0	0	0	0	1.813583958	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_hallii	0	0	12.74622017	4.432459561	0	1.609901069	6.082070656	8.524509484	0	2.278503742	0	4.928111608	0	0	3.163639576	0	9.773688836	4.648546282	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_ramulus	0	0	5.007486684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.220084995	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Eubacterium.s__Eubacterium_rectale	0	0	28.36239826	0	0	0	0	0	14.06900294	0	0	3.836092753	1.615835185	33.69640751	0	0	1937.750038	578.3722503	1690.460917
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.70488968	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.25732966	0	0	51.67177201
PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	7.930934022	0	0	0	0	4.261278809	0	0	0	0	14.35271126	7.005969803	59.95745891
PANTO-PWY: phosphopantothenate biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.26479111	50.47083375	37.28284635	21.28112952
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	3.642573922	0	0	0	0	0	0	0	11.77818444	0	0	0	0	146.8024636	104.365193	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	12.34517087	0	0	0	0	0	0	0	16.55734527	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.0983437	133.1175735	0	564.9558745
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	22.29105265	0	0	0	0	0	0	0	51.68409766	0	48.5463007	0	0	25.01644637	0	0	0	29.5978808	116.2374707
PANTO-PWY: phosphopantothenate biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	117.202206	64.09211688	161.4351046	59.35494204	68.62017425	24.93679742	257.1203371	113.6149041	165.6516437	42.9996624	141.5717907	162.7835861	22.44080582	200.6608347	280.4201711	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Roseburia.s__Roseburia_hominis	0	0	0	5.63331355	1.91026035	0	0	4.190539284	4.159023969	8.145367695	0	0	1.864946881	2.983534509	1.990545641	0	25.19328859	16.55667972	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	6.740704231	0	0	0	0	0	0	0	6.665058936	64.5168686	304.0838273	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Ruminococcus.s__Ruminococcus_albus	0	0	0	0	31.04173854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Ruminococcus.s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5374796	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.8209762	30.3869566	14.86277614	200.2143993
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	657.4674499	167.3215372	899.7394799	631.5654194	434.4821563	1246.102376	1240.321366	909.324612	935.3604377	550.5901944	821.7791431	953.876253	424.9001871	1039.49215	1044.193871	901.6674116	812.6593637	820.7646327	594.7294185
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	492.6320865	217.1459495	822.2424667	336.1665021	347.8793678	691.7486724	1090.937386	544.5424976	798.9475599	453.9476485	611.3866215	766.868852	375.6809417	920.7848911	1143.278882	2734.78764	4589.842536	2069.776116	3986.031976
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.7638431	0	55.41668928	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1292327	8.397051448	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.4980896	60.03353445	104.6601329	860.7573615
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	7.264556132	0	0	3.565876546	92.27148709	0	0	0	0	0	0	0	145.02791	55.88840052	107.9223614	7.92795281	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Desulfovibrio.s__Desulfovibrio_piger	26.06648946	0	0	0	0	0	0	5.242368366	0	0	13.72374442	3.15147268	0	0	0	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.650452524	36.33764648
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.24046466
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	44.29648146	0	0	0	0	0	0	16.92439309	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	3.722957043	0	0	0	0	0	0	0	0	0	11.24578529	0	54.87173745
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.94527092	48.47566704	29.13924166	22.64295815
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	92.91224871	68.15487893	122.7492226	46.8598508	56.70832822	21.86346308	237.4949126	109.0561819	147.1092896	36.01090853	113.1492915	148.122255	8.16494041	167.8519265	232.9232345	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Ruminococcus.s__Ruminococcus_albus	0	0	0	0	23.20318977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	83.77378022	56.79031369	181.4206933	164.7386681	60.48358008	410.3053567	333.8337598	211.6029199	361.9618715	263.8685178	232.9566625	175.0652605	169.4332981	429.2971819	430.5903319	152.3520029	458.5285009	441.782188	455.6759532
PENTOSE-P-PWY: pentose phosphate pathway	102.0637028	18.0883873	145.4713287	8.148596589	17.05035988	59.63701855	160.2513663	37.82079121	133.3595287	21.36379205	95.38229945	65.3743019	6.734047565	181.0861567	151.6014585	571.4316105	1784.092359	1916.334118	343.9805206
PENTOSE-P-PWY: pentose phosphate pathway|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.17039321	40.74153577	37.94783262	37.10556321
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0	0	0	0	0	50.79131914	15.54422334	33.20582386	76.09732114	0	20.20995943	30.53703866	0	100.4752142	0	65.82892715	243.3191942	158.6127308	143.3082093
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	1137.362746	775.6338895	2942.805286	1726.465902	1389.594795	2670.34066	2857.486897	1769.13325	1885.161203	2389.181073	1705.569168	2479.680249	1337.915378	2551.790568	2315.404985	8804.725273	12439.49842	6642.949676	11172.48968
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	15.93450096	0	0	0	0	0	0	0	13.56074675	0	18.34639828	0	0	3.521889483	0	20.22623768	0	6.53736101	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.54591672	0	78.65854138	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	12.14085263	0	0	0	0	0	0	0	0	0	23.62705311	0	0	4.008909667	0	0	0	17.41374422	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.67391251	136.8109113
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378.334722	0	173.9688252	434.7874338
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.461573303	9.579153692	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	49.88359608	0	0	0	0	0	0	0	45.84634538	84.18833447	234.7783875	274.3750071	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	9.032263562	0	0	0	0	0	0	0	5.568843922	110.3504781	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.53383376	25.49836155	121.1634246	47.19541352
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.24919144	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.260634341	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.1242697	941.4047158
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866.6245052	759.2142625	444.8988314	1101.635996
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808.104839	1555.641467	0	2548.030071
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	7.396264622	0	0	2.075832172	88.12672997	0	0	0	0	0	0	4.007462161	131.3965101	78.67969914	129.2654425	5.127146419	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Barnesiella.s__Barnesiella_intestinihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.8799588	0	21.59738739	336.0131163
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.25749202	283.8343761	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.27426831	0	0	42.62070157
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.19578924	0	0	71.6205797
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_obeum	0	0	7.177856241	0	0	0	0	0	0	6.742320705	0	5.057172382	0	18.45526607	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	3.714373482	0	0	0	0	0	0	5.452013875	3.163225723	34.84958476	0	2.583770428	22.67990827
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	5.795240357	0	0	5.256090767	24.97661425	95.83068836
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_leptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.967818513	0	4.639121184	2.864724738
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Collinsella.s__Collinsella_aerofaciens	0	0	4.534532499	0	0	0	6.590197468	0	0	0	0	0	0	0	8.244587211	8.625877831	68.43268563	5.874389779	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0194579	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Coprococcus.s__Coprococcus_comes	0	0	8.953778966	0	0	0	6.847554787	0	0	0	0	0	0	0	5.226567358	0	0	6.438960818	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387.9990205	39.29730737	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Desulfovibrio.s__Desulfovibrio_piger	17.96458094	0	0	0	0	0	0	2.379214859	0	0	17.57837462	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dorea.s__Dorea_formicigenerans	0	0	3.164572236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.386640948	18.87668408
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.688652607	61.29035817
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_sp_1_3_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.26092161
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	63.48115782	0	0	4.941091746	31.38660109	5.542062878	0	18.11446093	0	0	0	0	34.88387032	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0	0	35.28699558	0	0	0	6.261812771	0	0	14.58307704	0	0	0	0	3.071448371	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.038280854	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_sp_3_1_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.66522185	0	0	17.40280212
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	7.601031247	6.741487815	78.64278768	16.94306004	7.635687409	15.57174199	159.4787332	10.91255407	78.69090144	67.19135016	27.50199138	11.25679046	0	94.50281361	132.1246771	693.1541094	1157.81264	465.8144337	213.0601298
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.21922737	4.693041086	0	30.05627765
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.67544939	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.74498311	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.050138	0	0	16.71962995
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	0	0	0	0	0	4.025674511	0	0	0	0	5.0813552	3.211241379	61.23046288
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.52473741	5.142150953	0	65.72037057
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.24434667	56.5230742	44.05200067	19.17644659
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	15.19279211	0	0	0	0	194.527441	123.3239248	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.892021	110.6218468	0	539.9551362
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.03825762	61.57131837
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	80.74844642	59.18765229	51.85615413	35.39352679	23.49612433	4.666475878	128.2680202	73.89016061	125.7975813	24.20331377	99.43458865	111.4675973	4.555071262	154.0177713	119.8789896	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_hominis	0	0	0	7.466324	0	0	0	3.945537652	0	4.020963599	0	0	0	0	0	0	12.70708939	23.1858365	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.9024294
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.3545897	37.01891026	37.13070261	300.4505179
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Subdoligranulum.s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.91796829	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Sutterella.s__Sutterella_wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.33603323	109.961201	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Treponema.s__Treponema_succinifaciens	0	0	0	9.923980928	0	13.56891963	0	12.72756061	0	0	0	15.86216515	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	828.7275108	695.7783981	2373.318027	1394.489199	1242.213057	2256.448049	1904.23887	1468.776214	1384.415485	2137.171997	1127.635078	2115.594581	1160.201755	1590.654968	1510.038143	1152.881062	1058.818892	2111.242173	957.2132989
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	229.8880195	45.13496496	568.5635964	210.0429526	59.74855677	733.1295463	570.0979189	478.8377246	538.0762612	399.3401137	431.441312	588.940125	248.963532	787.9116283	819.2381485	1059.186244	1133.138998	752.7905829	3544.066782
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Escherichia.s__Escherichia_coli	0	0	39.9156243	0	0	0	3.647145966	0	0	32.93907701	0	0	0	0	3.6568443	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	51.85020587	0	124.540876	0	0	269.4125469	55.84404972	217.3670618	43.88676253	96.07950404	51.17147615	272.168611	51.17197858	128.7384034	65.64921324	0	0	0	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	209.895667	113.5176035	318.3947565	141.729337	119.9330062	214.049929	424.1188124	264.4660102	235.6536861	124.5628998	274.9505781	299.8331333	83.87378552	278.8348691	350.4129425	7.529393745	145.6341994	0	14.3546436
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	36.03676645	0	56.45572796	0	0	145.9357793	74.46338442	78.47629092	52.18539124	63.48521084	100.4354317	51.36715914	51.39857935	70.27557835	67.44124868	7.436849298	19.43779234	0	14.1403104
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	216.2885465	119.5479712	524.220544	231.810912	137.6237009	268.9574721	555.5432551	295.2651866	255.0921445	332.9739331	289.6808303	349.9100116	90.35901715	302.9405697	458.5579919	347.6147282	1186.597896	536.8462014	174.7003697
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	8.075085193	0	0	0	3.329140048	0	0	13.09528913	0	0	0	0	0	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|g__Veillonella.s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.618869544	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	59.36664443	28.91648538	145.6468289	96.24995566	34.09195627	158.4391229	152.2690089	86.92422408	73.9696164	143.152793	111.9189375	109.3754245	55.08367698	102.8592339	131.5786238	62.46620013	162.985075	97.22319586	128.9929094
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	12.69159595	8.77775614	138.6563611	0	6.490638558	91.10664214	22.82541123	38.15484851	7.212176019	37.71193527	0	79.85384072	18.09778691	31.39107114	9.204660035	0	3.399880592	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	41.18405325	0	0	0	6.14017326	0	0	8.363036826	0	0	0	0	4.971742803	0	0	0	0
PPGPPMET-PWY: ppGpp biosynthesis	13.57199705	13.08000766	138.1284553	21.7204138	32.43540951	135.0868433	118.444598	70.63448512	43.15082852	44.99042645	20.70383776	28.58076843	22.79529515	77.69600938	129.687146	222.6701721	21.24408345	31.40807101	126.8690214
